date,time,city_id,temperature,humidity,pressure,wind_speed
2025-05-08 14:48:39,2025-05-08 14:48:39,1.0,147.56,60,1010,9.54
2025-05-08 14:52:28,2025-05-08 14:52:28,1.0,146.23,60,1012,11.12
2025-05-08 14:50:04,2025-05-08 14:50:04,1.0,146.71,53,1012,37.04
2025-05-08 14:52:58,2025-05-08 14:52:58,2.0,142.29,56,1011,18.5
2025-05-08 14:52:59,2025-05-08 14:52:59,1.0,140.2,40,1017,14.83
